,Claim_ID,Policy_ID,Customer_ID,Date_of_Claim,Date_of_Incident,Claim_Amount,Approved_Amount,Claim_Status,Policy_Type,Policy_Start_Date,Policy_End_Date,Premium_Amount,Customer_Age,Customer_Gender,Customer_Income,Customer_Credit_Score,Customer_Region,Incident_Type,Incident_Severity,Reported_By,Claim_Filing_Channel,Processing_Time,Payment_Method,Previous_Claims_Count,Previous_Claims_Amount,Fraud_Suspected,Adjuster_ID,Adjuster_Decision_Date,Adjuster_Notes,Third_Party_Involvement,Third_Party_Cost,Legal_Action_Taken,Resolution_Date,Resolution_Time,Customer_Satisfaction_Score,Claim_Rejection_Reason,Claim_Approval_Reason
88,2,102,1003,1/10/2024,12/27/2023,4027,3800,Pending,Auto,7/1/2022,12/31/2023,1445,30,Male,51370,680,Suburban,Fire,Low,Self,Online,12,Direct Transfer,2,4097,FALSE,503,1/14/2024,Needs further review,TRUE,1721,FALSE,1/17/2024,17,4.5,,Pending adjuster approval
89,2,102,1002,1/10/2024,12/27/2023,4065,3801,Pending,Auto,7/1/2022,12/31/2023,1410,31,Male,52392,681,Suburban,Theft,Low,Self,Online,12,Direct Transfer,2,3655,FALSE,502,1/13/2024,Needs further review,TRUE,1586,FALSE,1/17/2024,17,4.4,,Pending adjuster approval
90,3,102,1003,1/10/2024,12/28/2023,4009,3800,Pending,Auto,7/1/2022,12/31/2023,1470,30,Male,50674,680,Suburban,Fire,Low,Self,Online,13,Direct Transfer,2,4467,FALSE,503,1/14/2024,Needs further review,TRUE,1832,FALSE,1/18/2024,18,4.5,,Pending adjuster approval
91,3,103,1003,1/10/2024,12/28/2023,4538,4241,Pending,Health,7/1/2022,12/31/2023,1259,34,Female,57953,682,Suburban,Fire,Medium,Agent,Agent,15,Direct Transfer,1,2095,TRUE,503,1/14/2024,Needs further review,TRUE,1081,FALSE,1/18/2024,19,3.3,,Pending adjuster approval
92,2,102,1003,1/10/2024,12/27/2023,4030,3800,Pending,Auto,7/1/2022,12/31/2023,1441,30,Male,51482,680,Suburban,Fire,Low,Self,Online,12,Direct Transfer,2,4045,FALSE,503,1/14/2024,Needs further review,TRUE,1705,FALSE,1/17/2024,17,4.5,,Pending adjuster approval
93,1,101,1001,1/6/2024,12/21/2023,4298,3813,Approved,Home,6/16/2022,12/31/2023,1268,32,Male,56891,711,Urban,Accident,High,Self,Online,6,Cheque,1,2221,FALSE,501,1/8/2024,Valid claim,TRUE,1115,TRUE,1/11/2024,11,4.5,Fraud detected,All documents valid
94,3,103,1003,1/10/2024,12/29/2023,4025,3801,Pending,Health,7/1/2022,12/31/2023,1458,30,Female,51080,680,Rural,Fire,Medium,Agent,Agent,15,Direct Transfer,2,4275,TRUE,503,1/14/2024,Needs further review,TRUE,1776,FALSE,1/19/2024,20,4.1,,Pending adjuster approval
95,2,103,1001,1/5/2024,12/21/2023,6764,6749,Pending,Auto,5/20/2022,12/31/2023,830,45,Female,74860,750,Urban,Theft,Low,Agent,Agent,11,Cheque,0,0,TRUE,501,1/8/2024,Fraud suspected,FALSE,2,TRUE,1/11/2024,16,3,Fraud detected,Pending adjuster approval
96,2,102,1002,1/6/2024,12/22/2023,5815,6054,Rejected,Home,7/1/2022,12/31/2023,985,41,Female,68443,734,Urban,Theft,High,Agent,Online,9,Cheque,0,424,FALSE,502,1/10/2024,Fraud suspected,FALSE,349,TRUE,1/12/2024,14,3.4,Fraud detected,Pending adjuster approval
97,2,101,1002,1/10/2024,12/26/2023,4008,3800,Rejected,Home,7/1/2022,12/31/2023,1467,30,Male,50725,681,Suburban,Theft,High,Self,Online,9,Direct Transfer,2,4420,FALSE,502,1/13/2024,Fraud suspected,TRUE,1817,FALSE,1/16/2024,14,4.5,,All documents valid
98,2,102,1002,1/9/2024,12/25/2023,4456,3926,Pending,Auto,7/1/2022,12/31/2023,1251,34,Female,57899,691,Suburban,Theft,Low,Self,Online,11,Cheque,1,2048,FALSE,502,1/12/2024,Fraud suspected,TRUE,1059,TRUE,1/15/2024,16,4.1,Fraud detected,Pending adjuster approval
99,3,103,1003,1/10/2024,12/29/2023,4001,3800,Pending,Health,7/1/2022,12/31/2023,1493,30,Male,50122,680,Rural,Fire,Medium,Self,Agent,14,Direct Transfer,2,4857,FALSE,503,1/14/2024,Needs further review,TRUE,1952,FALSE,1/19/2024,19,4.5,,Pending adjuster approval
100,3,102,1003,1/10/2024,12/29/2023,4000,3800,Pending,Auto,7/1/2022,12/31/2023,1499,30,Male,50016,680,Suburban,Fire,Medium,Self,Phone,14,Direct Transfer,2,4969,FALSE,503,1/14/2024,Needs further review,TRUE,1989,FALSE,1/19/2024,19,4.5,,Pending adjuster approval
